GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
,com.uteq.backend.chatbot.tool,ConsultarMultasTool,78,13,8,0,16,6,6,3,2,3
,com.uteq.backend.chatbot.tool,ConsultarHorariosTool,23,8,0,0,6,4,3,3,3,3
,com.uteq.backend.chatbot.tool,ConsultarReservacionesTool,199,16,24,0,40,7,14,3,2,3
,com.uteq.backend.chatbot.tool,AbstractBaseConocimientoTool,0,92,0,6,0,21,0,7,0,4
,com.uteq.backend.chatbot.tool,ConsultarPrestamosTool,114,10,8,0,21,5,5,3,1,3
,com.uteq.backend.exception,GlobalExceptionHandler,212,128,19,4,43,27,27,17,15,16
,com.uteq.backend.integration,GeminiClient.GeminiResponse,39,0,2,0,4,0,5,0,4,0
,com.uteq.backend.integration,GeminiClient,537,49,52,2,105,15,32,2,5,2
,com.uteq.backend.controller,LibroController,0,104,0,0,0,23,0,12,0,12
,com.uteq.backend.controller,BackupController,8,362,6,20,0,61,6,19,0,12
,com.uteq.backend.controller,ConfiguracionSistemaController,0,19,0,0,0,5,0,3,0,3
,com.uteq.backend.controller,CredencialQrController,0,24,0,0,0,7,0,2,0,2
,com.uteq.backend.controller,EvidenciaDanoController,0,60,0,0,0,14,0,6,0,6
,com.uteq.backend.controller,ReservacionController,0,41,0,0,0,10,0,6,0,6
,com.uteq.backend.controller,AutorController,0,71,0,0,0,16,0,6,0,6
,com.uteq.backend.controller,EditorialController,0,80,0,2,0,18,0,7,0,6
,com.uteq.backend.controller,NotificacionController,0,14,0,0,0,4,0,2,0,2
,com.uteq.backend.controller,PrestamoController,0,334,0,0,0,67,0,25,0,25
,com.uteq.backend.controller,AuthController,0,167,1,3,0,36,1,11,0,10
,com.uteq.backend.controller,PublicoCategoriaController,0,25,0,0,0,7,0,3,0,3
,com.uteq.backend.controller,ChatbotController,0,20,0,0,0,5,0,3,0,3
,com.uteq.backend.controller,SuscripcionDisponibilidadController,0,67,0,0,0,18,0,6,0,6
,com.uteq.backend.controller,EstadoLibroController,0,25,0,0,0,7,0,3,0,3
,com.uteq.backend.controller,PublicoLibroController,0,34,0,0,0,7,0,4,0,4
,com.uteq.backend.controller,DevolucionController,0,53,0,0,0,12,0,5,0,5
,com.uteq.backend.controller,ProveedorController,1,221,6,14,0,46,6,12,0,8
,com.uteq.backend.controller,PrestamosGestionController,0,30,0,0,0,7,0,5,0,5
,com.uteq.backend.controller,SugerenciaAdquisicionController,2,91,1,1,0,21,1,8,0,8
,com.uteq.backend.controller,TestController,0,6,0,0,0,2,0,2,0,2
,com.uteq.backend.controller,AuditoriaController,0,49,0,0,0,8,0,4,0,4
,com.uteq.backend.controller,TipoDanoController,0,52,0,0,0,9,0,5,0,5
,com.uteq.backend.controller,ReservacionesGestionController,0,18,0,0,0,6,0,3,0,3
,com.uteq.backend.controller,CategoriaDanoController,0,130,1,9,0,20,1,10,0,6
,com.uteq.backend.controller,MultaController,0,117,0,4,0,27,0,9,0,7
,com.uteq.backend.controller,FavoritoController,0,36,0,0,0,9,0,5,0,5
,com.uteq.backend.controller,IdiomaController,5,129,1,7,0,28,1,9,0,6
,com.uteq.backend.controller,CategoriaController,0,80,0,2,0,18,0,7,0,6
,com.uteq.backend.controller,TipoDanoController.TipoDanoRequestDTO,0,15,0,0,0,1,0,1,0,1
,com.uteq.backend.controller,RespaldoCompletoController,112,136,17,7,17,32,12,9,1,8
,com.uteq.backend.controller,UsuarioAdminController,0,57,0,0,0,12,0,6,0,6
,com.uteq.backend.controller,CategoriaDanoController.CategoriaRequest,0,6,0,0,0,1,0,1,0,1
